nombre,cantidad,genero
Abbi,1,F
Abbie,3,F
Abby,129,F
Abi,30,F
Abigail,1149,F
Abril,2082,F
Abryl,7,F
Ada,71,F
Adabel,39,F
Adabella,8,F
Adalis,10,F
Adaluz,23,F
Adara,19,F
Adda,4,F
Adela,95,F
Adelaida,10,F
Adele,11,F
Adelina,42,F
Adhara,6,F
Adolfina,107,F
Adra,1,F
Adria,1,F
Adriana,115,F
Ady,3,F
Afra,15,F
Africa,12,F
Afrika,14,F
Agata,15,F
Agatha,25,F
Agnes,7,F
Agostina,2413,F
Agustina,4129,F
Ahinara,9,F
Ahinoa,1,F
Ahitana,5,F
Aiala,2,F
Aida,17,F
Aidana,1,F
Aien,4,F
Aién,3,F
Aileen,6,F
Ailen,434,F
Ailin,457,F
Ailyn,36,F
Aimara,91,F
Aime,87,F
Aimé,65,F
Aimee,39,F
Aimi,5,F
Aimy,1,F
Aina,15,F
Ainara,375,F
Ainelen,3,F
Ainhara,7,F
Ainhoa,179,F
Ainoa,4,F
Ainoha,7,F
Aira,2,F
Aisha,55,F
Aitana,652,F
Aitanna,1,F
Aithana,2,F
Aitiana,19,F
Aixa,134,F
Akane,2,F
Akemi,17,F
Akira,6,F
Alahi,45,F
Alai,35,F
Alaia,40,F
Alana,57,F
Alanis,45,F
Alanna,5,F
Alay,16,F
Alba,140,F
Albertina,313,F
Aldana,321,F
Alegra,141,F
Alegria,2,F
Aleida,24,F
Alejandra,173,F
Alejandrina,26,F
Aleli,50,F
Alelí,13,F
Alena,21,F
Aleska,1,F
Alessa,2,F
Alessandra,26,F
Alessia,66,F
Alex,514,F
Alexa,46,F
Alexandra,116,F
Alexia,361,F
Alfonsina,1288,F
Alice,33,F
Alicia,92,F
Alin,6,F
Alina,315,F
Aline,26,F
Alis,2,F
Alisa,3,F
Alisha,3,F
Alison,147,F
Alissa,5,F
Alisson,3,F
Alix,1,F
Aliza,5,F
Allegra,589,F
Allison,16,F
Allyson,1,F
Alma,6257,F
Almendra,302,F
Almudena,22,F
Alondra,58,F
Aluhe,8,F
Alumine,38,F
Aluminé,33,F
Alyson,7,F
Alyssa,5,F
Amada,9,F
Amahia,2,F
Amaia,139,F
Amal,5,F
Amalia,545,F
Amancay,95,F
Amanda,796,F
Amapola,23,F
Amara,24,F
Amaranta,12,F
Amarilis,5,F
Amaris,2,F
Amarú,11,F
Amaya,17,F
Ambar,2472,F
Ámbar,1,F
Amber,13,F
Ambra,5,F
Ameli,39,F
Amelí,12,F
Amelia,531,F
Amelie,351,F
Amely,6,F
América,7,F
Ami,8,F
Amiel,8,F
Amina,12,F
Amir,139,F
Amira,208,F
Amma,36,F
Ammy,2,F
Amor,2,F
Amorina,26,F
Amparo,2435,F
Amy,111,F
Ana,1587,F
Anabel,140,F
Anabela,43,F
Anabella,170,F
Anaclara,55,F
Anael,8,F
Anahi,281,F
Anais,5,F
Anaís,5,F
Anali,4,F
Analia,123,F
Analía,60,F
Analuz,155,F
Analy,4,F
Ananda,10,F
Anapaula,10,F
Anastasia,77,F
Anayeli,2,F
Andina,12,F
Andrea,86,F
Andreina,14,F
Ane,4,F
Anelei,15,F
Aneley,51,F
Anette,2,F
Angel,261,F
Angela,422,F
Angeles,416,F
Angelica,80,F
Angelina,1334,F
Angeline,23,F
Angelique,4,F
Angie,90,F
Ani,16,F
Ania,10,F
Anika,9,F
Anita,221,F
Anna,504,F
Annabella,6,F
Anne,5,F
Annette,7,F
Anni,14,F
Annie,14,F
Annika,5,F
Annita,5,F
Anny,3,F
Anthonella,3,F
Antía,3,F
Antonela,321,F
Antonella,2469,F
Antonia,1576,F
Antonieta,23,F
Antonina,26,F
Antonio,1335,F
Anush,11,F
Any,6,F
Anya,12,F
April,8,F
Ara,13,F
Arabella,4,F
Araceli,434,F
Aracely,14,F
Arale,3,F
Arami,29,F
Aramí,1,F
Aramis,19,F
Arantxa,14,F
Arantza,26,F
Aranza,12,F
Areli,48,F
Arelí,2,F
Areliz,2,F
Arely,6,F
Arena,4,F
Aria,13,F
Ariadna,276,F
Ariadne,18,F
Ariana,624,F
Ariane,11,F
Arianna,67,F
Arianne,4,F
Ariel,399,F
Ariela,31,F
Arlet,2,F
Aruma,18,F
Aruna,4,F
Arwen,3,F
Arya,8,F
Aryana,3,F
Ashelen,2,F
Asher,2,F
Ashley,38,F
Ashly,2,F
Ashlyn,3,F
Asia,15,F
Asiri,2,F
Astrid,70,F
Asunción,3,F
Atenas,6,F
Atenea,13,F
Athena,29,F
Athenea,1,F
Athiana,2,F
Athina,86,F
Audrey,2,F
Audry,1,F
Augusta,16,F
Aura,6,F
Aurelia,43,F
Aurora,182,F
Ava,4,F
Avril,511,F
Axia,1,F
Ayelen,244,F
Ayelén,127,F
Ayla,13,F
Ayleen,2,F
Aylen,600,F
Aylim,2,F
Aylin,220,F
Aylín,91,F
Aymar,2,F
Aymara,246,F
Ayme,14,F
Aymé,5,F
Aymee,11,F
Aynara,16,F
Ayni,1,F
Ayra,1,F
Aysha,2,F
Aytana,12,F
Aythana,1,F
Azalea,2,F
Azucena,40,F
Azul,736,F
Azumi,1,F
Bahia,18,F
Bahía,8,F
Bahiana,25,F
Barbara,414,F
Batia,6,F
Batsheva,2,F
Beatriz,46,F
Becca,1,F
Begonia,4,F
Bela,2,F
Belen,544,F
Belha,5,F
Belinda,123,F
Belisario,135,F
Bella,67,F
Benedetta,15,F
Benita,20,F
Benjamín,4,F
Benjamina,5,F
Beraja,1,F
Berenice,359,F
Bernarda,230,F
Bernardina,26,F
Bernardita,566,F
Berta,8,F
Betania,29,F
Bethania,11,F
Bethany,3,F
Betiana,25,F
Bettina,2,F
Betty,1,F
Bianca,4151,F
Bianka,9,F
Blanca,136,F
Bluma,9,F
Braja,2,F
Brandy,2,F
Brenda,658,F
Briana,522,F
Brianna,341,F
Brigitte,13,F
Brina,6,F
Brisa,710,F
Briseida,24,F
Brissa,2,F
Britani,3,F
Britany,43,F
Brithanny,1,F
Brithany,1,F
Britney,4,F
Brittani,1,F
Brittany,21,F
Briza,4,F
Bruna,179,F
Brunela,100,F
Brunella,900,F
Brunilda,1,F
Brunna,1,F
Bryana,6,F
Bryanna,87,F
Caetana,46,F
Cala,64,F
Calanit,1,F
Caliope,2,F
Calixta,5,F
Callia,2,F
Calu,25,F
Camelia,11,F
Camil,5,F
Camila,5628,F
Camille,12,F
Candela,1409,F
Candelaria,1063,F
Canela,67,F
Carina,46,F
Carla,175,F
Carlota,51,F
Carlotta,7,F
Carmela,1227,F
Carmen,82,F
Carmín,2,F
Carmina,43,F
Carol,17,F
Carola,687,F
Carolina,642,F
Caroline,10,F
Casandra,22,F
Cassandra,16,F
Cassiana,1,F
Cataleia,2,F
Cataleya,4,F
Catalina,12384,F
Catarina,89,F
Catena,1,F
Caterina,217,F
Catharina,3,F
Catherina,35,F
Catherine,47,F
Cattaleya,1,F
Cayetana,35,F
Cecilia,170,F
Ceferina,4,F
Celena,23,F
Celene,50,F
Celeste,540,F
Celestina,24,F
Celia,20,F
Celina,623,F
Celine,20,F
Céline,1,F
Cesia,19,F
Chabela,52,F
Chanel,3,F
Chantal,9,F
Charis,6,F
Charlene,1,F
Charlize,3,F
Charlott,1,F
Charlotte,63,F
Charo,1018,F
Chavela,56,F
Chelsea,4,F
Chiara,419,F
Chloe,242,F
Christine,1,F
Ciana,5,F
Ciara,57,F
Cielo,167,F
Cindy,88,F
Cinthia,69,F
Cinthya,1,F
Cintia,121,F
Cipriana,5,F
Cira,7,F
Circe,2,F
Claire,3,F
Clara,3417,F
Clarice,2,F
Clarisa,131,F
Clarissa,4,F
Clarita,260,F
Claudia,42,F
Clementina,263,F
Cleo,16,F
Cloe,92,F
Cloé,44,F
Clohe,1,F
Cocó,3,F
Colombina,8,F
Concepcion,19,F
Concepción,4,F
Constantina,45,F
Constanza,2199,F
Consuelo,124,F
Cora,85,F
Coral,94,F
Coralie,1,F
Cordelia,2,F
Corina,116,F
Costanza,34,F
Cristal,71,F
Cristel,15,F
Cristiana,4,F
Cristina,51,F
Cruz,66,F
Crystal,9,F
Cynara,3,F
Cynthia,12,F
Cyntia,2,F
Daenerys,2,F
Dafna,5,F
Dafne,120,F
Dahiana,14,F
Dahiara,9,F
Dahlia,1,F
Daiana,287,F
Daiara,47,F
Daila,28,F
Daina,9,F
Daira,81,F
Daisy,21,F
Dakota,1,F
Dalia,22,F
Dalila,23,F
Dalma,102,F
Damaris,153,F
Damasia,22,F
Dana,346,F
Danae,11,F
Danah,1,F
Dania,19,F
Daniela,308,F
Danielle,1,F
Danila,7,F
Danitza,13,F
Danna,203,F
Dannae,1,F
Dante,3445,F
Daphne,20,F
Dara,30,F
Darah,2,F
Daria,10,F
Dariana,38,F
Darla,4,F
Darlyn,4,F
Dasha,34,F
Dayana,17,F
Dayla,2,F
Dayra,14,F
Debora,101,F
Deborah,5,F
Delfina,9439,F
Delia,25,F
Delina,8,F
Denice,1,F
Denise,164,F
Denisse,76,F
Desiree,33,F
Desirée,7,F
Deysi,25,F
Dharma,16,F
Diamela,59,F
Diana,225,F
Dianela,39,F
Dianne,1,F
Dilara,1,F
Dina,36,F
Diorella,5,F
Dolly,1,F
Dolores,294,F
Dominga,10,F
Dominic,70,F
Dominique,126,F
Donata,37,F
Donatella,251,F
Donatta,6,F
Donna,22,F
Donnatella,4,F
Dora,10,F
Dulce,28,F
Dulcinea,13,F
Eden,5,F
Edith,14,F
Eileen,47,F
Eilen,2,F
Eimi,32,F
Eimy,3,F
Eithan,19,F
Ekaterina,7,F
Ela,30,F
Elaia,1,F
Elaine,9,F
Elba,8,F
Elda,3,F
Electra,1,F
Elektra,2,F
Elen,4,F
Elena,1434,F
Eleonor,2,F
Eleonora,185,F
Eli,12,F
Eliana,127,F
Elin,4,F
Elina,114,F
Elis,3,F
Elisa,399,F
Eliseo,475,F
Elisheba,3,F
Eliza,5,F
Elizabet,13,F
Elizabeth,279,F
Ella,13,F
Ellen,2,F
Ellie,2,F
Eloisa,248,F
Eloísa,47,F
Elsa,10,F
Elsie,1,F
Elunei,3,F
Eluney,612,F
Elva,7,F
Elvira,12,F
Ely,2,F
Ema,1599,F
Emeli,13,F
Emelina,4,F
Emely,13,F
Emelyn,6,F
Emi,20,F
Emilce,47,F
Emili,20,F
Emilia,7545,F
Emiliana,145,F
Emilie,19,F
Emilse,38,F
Emily,599,F
Emma,8581,F
Emmily,4,F
Emy,1,F
Ena,2,F
Enriqueta,15,F
Erica,67,F
Erika,98,F
Erin,17,F
Ernestina,874,F
Esmeralda,712,F
Esperanza,242,F
Estefani,12,F
Estefania,474,F
Estefanía,116,F
Estefany,1,F
Estela,15,F
Ester,54,F
Esther,88,F
Estrella,85,F
Eugenia,687,F
Eulogia,1,F
Eunice,87,F
Eva,747,F
Evaluna,15,F
Evangelina,771,F
Evangeline,13,F
Evelin,60,F
Evelina,33,F
Evelyn,390,F
Evolet,3,F
Fabiana,57,F
Fabiola,47,F
Fanny,18,F
Fany,1,F
Fara,8,F
Farah,18,F
Fatima,421,F
Fatou,3,F
Faustina,838,F
Federica,757,F
Federico,2159,F
Fedra,21,F
Felicia,36,F
Felicita,11,F
Felicitas,2446,F
Felipa,25,F
Felipe,10279,F
Felisa,81,F
Fermina,30,F
Fernanda,197,F
Fiama,26,F
Fiamma,107,F
Filipa,12,F
Filippa,17,F
Filomena,10,F
Fiona,31,F
Fiorela,56,F
Fiorella,830,F
Flavia,13,F
Flor,25,F
Flora,35,F
Florencia,1272,F
Florentina,65,F
Franca,288,F
Franccesca,166,F
Francesca,5875,F
Franchesca,550,F
Francheska,5,F
Franchezca,5,F
Francia,8,F
Francina,551,F
Francine,34,F
Francisca,1368,F
Franka,7,F
Franscesca,3,F
Freya,1,F
Frida,245,F
Gabriela,258,F
Gabriella,4,F
Gaetana,15,F
Gaia,112,F
Gal,5,F
Gala,278,F
Galadriel,2,F
Galatea,8,F
Galena,4,F
Galia,20,F
Galilea,23,F
Galit,8,F
Gema,67,F
Gemma,67,F
Genara,12,F
Genesis,80,F
Génesis,69,F
Genoveva,24,F
Georgina,46,F
Geovanna,3,F
Geraldin,3,F
Geraldine,450,F
Gia,13,F
Giana,24,F
Gianela,28,F
Gianella,295,F
Gianina,5,F
Gianna,370,F
Gilda,13,F
Gimena,134,F
Gina,351,F
Ginebra,6,F
Ginevra,3,F
Ginna,24,F
Gioia,6,F
Giomara,2,F
Giordana,5,F
Giovana,22,F
Giovanna,397,F
Giovanni,1041,F
Gisel,27,F
Gisela,62,F
Gisele,16,F
Gisell,1,F
Gisella,9,F
Giselle,66,F
Giulia,149,F
Giuliana,1471,F
Giulianna,63,F
Giulietta,80,F
Giulliana,2,F
Giuseppina,6,F
Giustina,22,F
Gladys,26,F
Glenda,11,F
Gloria,49,F
Gonzalo,1976,F
Grace,3,F
Graciana,28,F
Graciela,21,F
Grecia,24,F
Greta,318,F
Gretel,16,F
Gretta,32,F
Grisel,7,F
Griselda,56,F
Guadalupe,6122,F
Gudalupe,1,F
Guila,14,F
Guillermina,4208,F
Hada,17,F
Hadasa,10,F
Hailie,1,F
Haim,1,F
Han,1,F
Hana,27,F
Hanna,272,F
Hannah,90,F
Haru,3,F
Harumi,6,F
Haydee,13,F
Hebe,13,F
Heidi,39,F
Heidy,11,F
Hela,2,F
Helen,62,F
Helena,2316,F
Helenna,7,F
Heloisa,8,F
Hermelinda,2,F
Hikari,1,F
Hilaria,9,F
Hilda,7,F
Hillary,1,F
Hodaia,2,F
Huilen,32,F
Huilén,10,F
Huma,7,F
Iael,10,F
Ianara,9,F
Ianella,8,F
Iara,585,F
Ibi,8,F
Ignacia,100,F
Ihara,4,F
Ilana,8,F
Ilanit,3,F
Ilaria,3,F
Iliana,7,F
Ilse,1,F
Ina,9,F
Inara,28,F
Indara,5,F
Indi,5,F
India,188,F
Indiana,575,F
Indira,299,F
Indra,15,F
Ines,681,F
Inés,447,F
Ingrid,175,F
Inna,4,F
Inti,34,F
Iona,5,F
Irena,16,F
Irene,232,F
Iriel,9,F
Irina,569,F
Irinea,1,F
Iris,97,F
Irma,4,F
Irune,10,F
Irupe,69,F
Irupé,59,F
Isa,7,F
Isabel,1201,F
Isabela,577,F
Isabella,13255,F
Isabelle,11,F
Isadora,50,F
Isidora,4,F
Isidro,441,F
Isis,72,F
Ismael,488,F
Issabella,8,F
Itatí,20,F
Itzayana,10,F
Itzel,13,F
Itziar,6,F
Ivana,94,F
Ivanka,11,F
Ivanna,24,F
Ivet,1,F
Ivon,3,F
Izabella,15,F
Izaskun,3,F
Izel,2,F
Jacinta,248,F
Jackeline,15,F
Jacqueline,134,F
Jade,110,F
Jael,108,F
Jaia,15,F
Jaina,4,F
Jana,406,F
Janah,10,F
Janaina,7,F
Janet,47,F
Janeth,8,F
Janice,13,F
Janis,9,F
Janna,67,F
Jaqueline,54,F
Jasmin,39,F
Jasmine,9,F
Javiera,20,F
Jazlyn,1,F
Jazmin,4538,F
Jazmín,1417,F
Jazmine,9,F
Jemima,19,F
Jenifer,102,F
Jennifer,284,F
Jenny,28,F
Jesica,80,F
Jessia,1,F
Jessica,52,F
Jezabel,19,F
Jhana,1,F
Jhanna,1,F
Jhoana,8,F
Jhoselin,4,F
Jhoselyn,3,F
Jimena,233,F
Joaquin,10207,F
Joaquín,2115,F
Joaquina,1378,F
Jocelyn,75,F
Johana,79,F
Johanna,39,F
Jordana,86,F
Jorgelina,141,F
Josefa,20,F
Josefina,6757,F
Joselin,174,F
Joseline,11,F
Joselyn,27,F
Josephine,5,F
Joyce,4,F
Juan,1664,F
Juana,6976,F
Juanita,681,F
Juanna,3,F
Judith,74,F
Julia,3886,F
Juliana,2267,F
Julianna,12,F
Julie,8,F
Juliet,6,F
Julieta,6791,F
Julietta,9,F
Juliette,17,F
Juno,4,F
Justina,1353,F
Kaia,12,F
Kaila,2,F
Kailani,2,F
Kaitlyn,1,F
Kala,25,F
Kalei,4,F
Kali,8,F
Kalu,2,F
Kamila,58,F
Kaori,1,F
Karen,143,F
Karina,95,F
Karla,19,F
Karol,2,F
Katalina,62,F
Katarina,10,F
Kate,7,F
Katerin,9,F
Katerina,71,F
Katerine,6,F
Katherin,5,F
Katherina,73,F
Katherine,106,F
Kathia,10,F
Kathy,1,F
Kathya,1,F
Katia,109,F
Katie,1,F
Katja,8,F
Katrina,35,F
Katy,2,F
Katya,33,F
Kaya,10,F
Kayla,31,F
Kaylee,1,F
Keila,186,F
Keili,8,F
Keily,2,F
Keira,19,F
Keisha,7,F
Keisy,2,F
Kelaia,5,F
Kelly,5,F
Kely,1,F
Kendall,3,F
Kendra,38,F
Kenia,12,F
Kenya,18,F
Keren,23,F
Keyla,118,F
Keyra,16,F
Keysha,1,F
Khaleesi,2,F
Khiara,4,F
Khloe,1,F
Kiana,16,F
Kiara,1295,F
Kihara,4,F
Killari,4,F
Kim,4,F
Kimberley,2,F
Kimberly,51,F
Kimey,34,F
Kira,23,F
Klara,5,F
Kristel,4,F
Kristen,3,F
Kyara,81,F
Kyra,5,F
Laia,108,F
Laila,65,F
Laira,2,F
Lana,2,F
Lara,2546,F
Larami,1,F
Larisa,58,F
Larissa,55,F
Laura,114,F
Laureana,56,F
Lavinia,3,F
Layla,51,F
Layra,5,F
Lea,42,F
Leah,8,F
Leandra,19,F
Leda,6,F
Leia,58,F
Leidi,5,F
Leidy,2,F
Leila,150,F
Leilani,4,F
Leilen,2,F
Leire,49,F
Lena,150,F
Lenka,3,F
Lenna,13,F
Leona,10,F
Leonela,188,F
Leonella,12,F
Leonor,37,F
Leonora,20,F
Leslie,21,F
Lesly,2,F
Leticia,214,F
Letizia,65,F
Leydi,4,F
Leyla,56,F
Leyre,6,F
Lia,46,F
Liam,330,F
Lian,88,F
Liana,10,F
Libertad,127,F
Libi,4,F
Lidia,33,F
Lihuen,39,F
Lila,227,F
Lilen,32,F
Lilén,2,F
Lilian,16,F
Liliana,90,F
Lina,144,F
Linda,36,F
Lineth,3,F
Lionela,9,F
Lionella,3,F
Lis,88,F
Lisa,235,F
Lisbet,17,F
Lisbeth,32,F
Liseth,17,F
Lisette,65,F
Lissa,13,F
Lisset,15,F
Lisseth,1,F
Litzy,2,F
Liv,4,F
Livia,23,F
Liwen,4,F
Liz,489,F
Liza,20,F
Lizbeth,29,F
Lizet,9,F
Lizeth,26,F
Lizzy,5,F
Loana,149,F
Lohana,4,F
Lola,5510,F
Loredana,7,F
Loreley,65,F
Lorena,92,F
Lorenza,28,F
Loretta,11,F
Lorna,8,F
Lourdes,1666,F
Lua,142,F
Lúa,6,F
Luan,53,F
Luana,1495,F
Luanna,10,F
Luba,49,F
Lucas,3580,F
Luccia,1,F
Lucciana,3,F
Lucero,100,F
Lucia,2160,F
Lucía,3984,F
Luciana,1653,F
Lucianna,1,F
Lucie,10,F
Luciel,1,F
Lucila,766,F
Lucille,8,F
Lucinda,5,F
Lucio,2116,F
Lucrecia,247,F
Lucrezia,6,F
Lucy,47,F
Ludmila,1532,F
Luhana,9,F
Luiana,1,F
Luisa,340,F
Luisana,1183,F
Luisanna,3,F
Luisiana,92,F
Luisina,1104,F
Luiza,6,F
Luizana,3,F
Lujan,511,F
Lula,1,F
Lulu,3,F
Luma,9,F
Luna,1374,F
Lunna,1,F
Lupe,792,F
Lupita,66,F
Lurdes,9,F
Lusmila,14,F
Luz,1360,F
Luzia,1,F
Luzma,1,F
Luzmila,180,F
Lynn,1,F
Maaian,1,F
Maayan,3,F
Mabel,31,F
Macarena,435,F
Maciel,19,F
Mackenzie,1,F
Madai,4,F
Maddi,2,F
Madelaine,62,F
Madeleín,1,F
Madeleine,53,F
Madelen,2,F
Madeley,1,F
Madeline,21,F
Madelyn,2,F
Mady,2,F
Mae,13,F
Maely,2,F
Mafalda,14,F
Magali,600,F
Magalí,95,F
Magaly,28,F
Magda,10,F
